,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
187,0.4121646693935852,2411,164.955,,,1.6884144e+18,,,,,0.05,,,put,american,2023-07-14,100,165.0,,-0.009665730289592288,0.0019656494214653976,-0.016702140031853628,0.0062417137288603396,0.05,690,0.04,135,,0.045,[209],322.0,0.05,1.6884015630549642e+18,1.0,-27.5,,,
728,0.41373135155633806,3214,119.82,,,1.6884144e+18,,,,,0.17,,,put,american,2023-10-20,100,120.0,,-0.010976502456553098,0.0006662930059345104,-0.005499625798713303,0.03663148415546047,0.19,428,0.17,273,,0.18,[209],300.0,0.17,1.6884035168575048e+18,1.0,-72.6,,,
431,0.41570298152796403,38,193.6,,,1.6884144e+18,,,,,33.97,,,call,american,2023-08-04,100,160.0,,0.948121347428575,0.0045698666798907,-0.05842328832107893,0.049648851574328814,33.85,14,33.35,20,,33.6,[233],323.0,33.97,1.688394042936457e+18,1.0,1.15,,,
874,0.4158085504164134,105,195.025,,,1.6879824e+18,,,,,76.8,,,call,american,2023-12-15,100,115.0,,0.979894065849842,0.0008369048680249462,-0.020002346679771056,0.04334108192337991,80.5,51,79.55,50,,80.025,[209],316.0,76.8,1.687974227025e+18,1.0,2.575,,,
1222,0.4171010350534873,2661,79.805,,,1.6884144e+18,,,,,0.28,,,put,american,2024-06-21,100,80.0,,-0.006544966167562654,0.00023381253496607683,-0.0018832524270311257,0.04691204705967577,0.28,79,0.11,27,,0.195,[209],304.0,0.28,1.6883910224700923e+18,1.0,-113.0,,,
1059,0.4176229395487906,1,192.425,,,1.6878096e+18,,,,,112.66,,,put,american,2024-01-19,100,300.0,,-0.9732739708335671,0.003415791037240528,-0.0018823106507827663,0.10367927536015423,108.8,30,106.35,30,,107.575,[232],303.0,112.66,1.687792214532e+18,1.0,-0.025,,,
1423,0.42068534596758755,23,69.66,,,1.686168e+18,,,,,0.6,,,put,american,2024-12-20,100,70.0,,-0.008618703688494924,0.0002400544003380212,-0.0019076704642118872,0.05114092261588899,0.5,33,0.18,39,,0.34,[227],323.0,0.6,1.686146891526e+18,1.0,-123.0,,,
1273,0.4371772112238525,2,196.2,,,1.6866864e+18,,,,,111.95,,,call,american,2024-09-20,100,75.0,,0.9844219713031794,0.0002857473250717452,-0.009806243866154805,0.050288238966286966,121.95,27,120.45,30,,121.2,[232],308.0,111.95,1.686677216595e+18,1.0,3.75,,,
1526,0.43679037131763626,502,64.665,,,1.6884144e+18,,,,,0.5,,,put,american,2025-01-17,100,65.0,,-0.007945249013538309,0.00020954337664256923,-0.0017984333172165298,0.05029149524283255,0.44,360,0.23,444,,0.335,[219],322.0,0.5,1.6883942029597228e+18,1.0,-128.0,,,
727,0.4359156160259792,3158,114.86,,,1.6884144e+18,,,,,0.14,,,put,american,2023-10-20,100,115.0,,-0.008396304751344051,0.000504877082005428,-0.004648687984397522,0.03592403007380128,0.15,30,0.13,90,,0.14,[227],309.0,0.14,1.6884035194559398e+18,1.0,-77.6,,,
1170,0.4354518927768844,1164,195.675,,,1.6884144e+18,,,,,116.95,,,call,american,2024-06-21,100,80.0,,0.986935453927368,0.00028123336576846113,-0.010568299207821085,0.0476372305411656,116.25,10,115.1,10,,115.675,[233],323.0,116.95,1.688391778813421e+18,1.0,3.225,,,
868,0.4346014825552598,50,193.975,,,1.6884144e+18,,,,,109.08,,,call,american,2023-12-15,100,85.0,,0.996849019454193,6.193709326583075e-05,-0.009617580720266729,0.005452623991184849,109.35,15,108.6,30,,108.975,[232],308.0,109.08,1.6883982565681905e+18,1.0,1.525,,,
970,0.4330517174779146,3679,195.55,,,1.6884144e+18,,,,,86.06,,,call,american,2024-01-19,100,110.0,,0.9748986049199311,0.0008732727236420219,-0.02008437402351499,0.09277484135707216,86.0,52,85.1,2,,85.55,[227],302.0,86.06,1.688393511156285e+18,1.0,3.1,,,
1073,0.3994244213455094,129,195.925,,,1.6878096e+18,,,,,85.6,,,call,american,2024-03-15,100,105.0,,0.9794835587525809,0.0006737508234221465,-0.016588496559213742,0.09813252728538954,91.3,7,90.55,7,,90.925,[227],301.0,85.6,1.687795325085e+18,1.0,3.475,,,
1121,0.4270842758314124,963,89.8,,,1.6880688e+18,,,,,0.22,,,put,american,2024-03-15,100,90.0,,-0.007692640880793334,0.0003090873633224923,-0.0026516877695517715,0.044662664998154716,0.22,36,0.18,179,,0.2,[232],300.0,0.22,1.688068118067e+18,1.0,-103.0,,,
1623,0.42549188960836604,166,59.63,,,1.6880688e+18,,,,,0.56,,,put,american,2025-06-20,100,60.0,,-0.00788572346699145,0.00019033857790929566,-0.001515139141772933,0.05193233406835468,0.74,99,0.0,0,,0.37,[232],308.0,0.56,1.688045883535e+18,1.0,-133.0,,,
1475,0.42465314429199963,621,196.2,,,1.6881552e+18,,,,,131.22,,,call,american,2025-01-17,100,65.0,,0.9861496877153634,0.0001843959571394492,-0.007367090756272228,0.049388441265649626,132.5,30,129.9,30,,131.2,[232],308.0,131.22,1.688133350462e+18,1.0,3.75,,,
294,0.42265295404027314,4256,157.435,,,1.6884144e+18,,,,,0.07,,,put,american,2023-07-21,100,157.5,,-0.010362720591114252,0.0015743869480682713,-0.014010233855015134,0.018278400195026526,0.07,1414,0.06,155,,0.065,[232],312.0,0.07,1.6883990331258985e+18,1.0,-35.0,,,
1071,0.4225067089129455,96,195.425,,,1.6880688e+18,,,,,97.58,,,call,american,2024-03-15,100,95.0,,0.9854845750542467,0.00043425363550459074,-0.01388580196990506,0.046265018196158095,100.9,54,99.95,4,,100.425,[232],312.0,97.58,1.688049729891e+18,1.0,2.975,,,
680,0.42196761504153457,192,194.375,,,1.6873776e+18,,,,,61.82,,,call,american,2023-10-20,100,125.0,,0.9799869159435366,0.0010417260498008342,-0.023555425027242838,0.03794115938051554,69.65,30,69.1,30,,69.375,[232],308.0,61.82,1.687369889952e+18,1.0,1.925,,,
602,0.4217825023309249,3668,193.925,,,1.6884144e+18,,,,,58.75,,,call,american,2023-09-15,100,135.0,,0.978948422453848,0.0013524630645441356,-0.027781028954193793,0.033258893699881366,59.05,3,58.8,4,,58.925,[209],325.0,58.75,1.688399770877248e+18,1.0,1.475,,,
470,0.42554803271398217,343,149.84,,,1.6884144e+18,,,,,0.17,,,put,american,2023-08-04,100,150.0,,-0.017322365546593825,0.0017879836599938152,-0.015988847504034075,0.023700818063565464,0.17,357,0.15,217,,0.16,[209],301.0,0.17,1.688399461860942e+18,1.0,-42.6,,,
1123,0.39788198164028077,2017,99.685,,,1.6884144e+18,,,,,0.33,,,put,american,2024-03-15,100,100.0,,-0.012437145972254973,0.0005058405973137685,-0.00372393661628319,0.04731294843837353,0.33,45,0.3,474,,0.315,[227],323.0,0.33,1.6883968053663624e+18,1.0,-92.8,,,
1625,0.3977113793291222,48,69.49,,,1.6884144e+18,,,,,0.55,,,put,american,2025-06-20,100,70.0,,-0.011419103085280248,0.0002852125579833009,-0.0019510327936544303,0.11195952035633433,0.82,137,0.2,272,,0.51,[209],301.0,0.55,1.6883967883927334e+18,1.0,-123.0,,,
295,0.39758240527968447,36120,159.925,,,1.6884144e+18,,,,,0.08,,,put,american,2023-07-21,100,160.0,,-0.012361104353438944,0.001932467092161007,-0.015189319127301532,0.01838509027680231,0.08,681,0.07,27,,0.075,[232],308.0,0.08,1.6884020806543818e+18,1.0,-32.5,,,
137,0.3779061149351677,38,192.85,,,1.6884144e+18,,,,,19.9,,,call,american,2023-07-14,100,172.5,,0.9640029740208292,0.0064986872466481225,-0.06766895889905,0.02996917090217683,20.4,2,20.3,1,,20.35,[227],309.0,19.9,1.6884022749406513e+18,1.0,0.4,,,
642,0.377569456003625,19145,139.74,,,1.6884144e+18,,,,,0.26,,,put,american,2023-09-15,100,140.0,,-0.02024534514734239,0.00152114753989039,-0.010478993426242216,0.033603101219882976,0.27,752,0.25,476,,0.26,[232],322.0,0.26,1.688402765742446e+18,1.0,-52.7,,,
876,0.3766911008269186,460,195.425,,,1.6875504e+18,,,,,64.25,,,call,american,2023-12-15,100,125.0,,0.9708569351931393,0.0012851515533959402,-0.023032790828143832,0.09020594559050801,70.9,50,69.95,50,,70.425,[209],303.0,64.25,1.687530111975e+18,1.0,2.975,,,
730,0.3765234793434371,6021,129.725,,,1.6884144e+18,,,,,0.28,,,put,american,2023-10-20,100,130.0,,-0.01769561320004062,0.001115626592655866,-0.007561428348927443,0.03822261031635106,0.28,143,0.27,6,,0.275,[209],300.0,0.28,1.6884035869129132e+18,1.0,-62.7,,,
972,0.37495852078222747,8814,195.825,,,1.6884144e+18,,,,,76.1,,,call,american,2024-01-19,100,120.0,,0.9715017494847037,0.001132578118589347,-0.021124158353967176,0.09544331800101036,76.15,5,75.5,5,,75.825,[236],323.0,76.1,1.6884034401409185e+18,1.0,3.375,,,
1265,0.3744352190532731,1,192.175,,,1.6850448e+18,,,,,126.53,,,put,american,2024-06-21,100,300.0,,-0.9423276296254762,0.004882246173494094,-0.005667907831241534,0.21275916036099396,109.15,109,106.5,76,,107.825,[232],322.0,126.53,1.685043008522e+18,1.0,-0.275,,,
1480,0.37870705897425994,585,198.725,,,1.6884144e+18,,,,,108.29,,,call,american,2025-01-17,100,90.0,,0.9705685635736979,0.0005876365172068391,-0.0127259232825742,0.12046074214491016,109.6,10,107.85,30,,108.725,[227],323.0,108.29,1.6884004876463578e+18,1.0,6.275,,,
1125,0.3728563092658303,4306,109.53,,,1.6884144e+18,,,,,0.46,,,put,american,2024-03-15,100,110.0,,-0.019049685259883216,0.0007855838132879718,-0.005020627962692928,0.09976456684519895,0.49,168,0.45,126,,0.47,[233],302.0,0.46,1.6883978824861087e+18,1.0,-82.9,,,
1428,0.3672043953782607,82,94.04,,,1.6879824e+18,,,,,1.08,,,put,american,2024-12-20,100,95.0,,-0.025019350769083213,0.0006947042453735764,-0.004023761563431147,0.12392251822504148,1.12,387,0.8,480,,0.96,[209],322.0,1.08,1.687962548535e+18,1.0,-98.4,,,
157,0.3666993909125154,1828,230.005,,,1.6884144e+18,,,,,0.01,,,call,american,2023-07-14,100,230.0,,0.0014650797145559181,0.00040233226903903,-0.0027798979736651727,0.002969402290238884,0.01,69,0.0,0,,0.005,[209],302.0,0.01,1.6884035082126973e+18,1.0,37.555,,,
511,0.36668562899052587,1446,193.325,,,1.6884144e+18,,,,,48.05,,,call,american,2023-08-18,100,145.0,,0.9903874222161682,0.0009937766368157159,-0.024101859564124643,0.01160281124530662,48.6,5,48.05,30,,48.325,[232],308.0,48.05,1.6883970666324347e+18,1.0,0.875,,,
780,0.36630788801837794,737,195.0,,,1.6881552e+18,,,,,65.48,,,call,american,2023-11-17,100,130.0,,0.9732239061476361,0.001363740336311437,-0.023875329666749174,0.08460535858960246,65.3,2,64.7,2,,65.0,[232],312.0,65.48,1.688144949749e+18,1.0,2.55,,,
1177,0.36515561600837515,1141,198.35,,,1.6881552e+18,,,,,83.65,,,call,american,2024-06-21,100,115.0,,0.9560496100989677,0.0012501750110211032,-0.02009213359943582,0.20543389795989558,84.0,50,82.7,31,,83.35,[233],302.0,83.65,1.688142439001e+18,1.0,5.9,,,
1721,0.364650329221156,228,78.9,,,1.6884144e+18,,,,,1.01,,,put,american,2025-12-19,100,80.0,,-0.021885562214677756,0.0004878735182776169,-0.0026201469039062006,0.13568037508233993,1.2,158,1.0,177,,1.1,[209],313.0,1.01,1.6883973647501757e+18,1.0,-114.0,,,
296,0.3675474133816703,8823,162.425,,,1.6884144e+18,,,,,0.09,,,put,american,2023-07-21,100,162.5,,-0.013264294540274245,0.0022170144350725676,-0.014864097840526693,0.018458236568465014,0.08,154,0.07,188,,0.075,[209],301.0,0.09,1.688402666251636e+18,1.0,-30.0,,,
1627,0.3623741021202938,756,79.35,,,1.6881552e+18,,,,,0.73,,,put,american,2025-06-20,100,80.0,,-0.015447175504639924,0.00040267873028238487,-0.0022260043884741476,0.11892215170231181,0.8,169,0.5,269,,0.65,[209],313.0,0.73,1.688147345052e+18,1.0,-113.0,,,
45,0.3802505817710138,742,212.505,,,1.6884144e+18,,,,,0.01,,,call,american,2023-07-07,100,212.5,,0.0023917781427129467,0.0010723148795427641,-0.00792394097756573,0.0015506899418846348,0.01,107,0.0,0,,0.005,[209],322.0,0.01,1.6884025124057807e+18,1.0,20.055,,,
1374,0.38097876844836676,5,198.4,,,1.6884144e+18,,,,,109.65,,,call,american,2024-12-20,100,90.0,,0.9720590202949229,0.0005722827148101786,-0.012744222200490107,0.11822928350766372,109.7,30,107.1,30,,108.4,[233],323.0,109.65,1.688391778813421e+18,1.0,5.95,,,
828,0.3955349439123474,1813,119.72,,,1.6884144e+18,,,,,0.29,,,put,american,2023-11-17,100,120.0,,-0.015308571397279537,0.0008327990604707857,-0.006205571016178095,0.040552620044450725,0.29,40,0.27,48,,0.28,[227],323.0,0.29,1.6884032734413514e+18,1.0,-72.7,,,
603,0.39543207929657,4401,194.025,,,1.6884144e+18,,,,,53.75,,,call,american,2023-09-15,100,140.0,,0.9745641443000993,0.001702766959934318,-0.02965903082002029,0.06763482581335252,54.15,30,53.9,30,,54.025,[209],313.0,53.75,1.688399790011456e+18,1.0,1.575,,,
1074,0.39451836467217166,1167,196.325,,,1.6881552e+18,,,,,86.25,,,call,american,2024-03-15,100,110.0,,0.9721461491440894,0.0009090513701130436,-0.018780032043036354,0.10138932528198984,86.85,54,85.8,4,,86.325,[209],313.0,86.25,1.688137128071e+18,1.0,3.875,,,
729,0.3939850735030388,5604,124.775,,,1.6884144e+18,,,,,0.22,,,put,american,2023-10-20,100,125.0,,-0.014066455200560041,0.0008682928568876873,-0.006470113045744878,0.037379408003076084,0.23,385,0.22,19,,0.225,[209],303.0,0.22,1.6884024705272788e+18,1.0,-67.7,,,
1065,0.393291690996414,69,194.075,,,1.6879824e+18,,,,,125.57,,,call,american,2024-03-15,100,65.0,,0.9966392339524176,6.223289348193579e-06,-0.006264491599008899,0.0003942809917482481,129.6,30,128.55,30,,129.075,[232],308.0,125.57,1.687979500062e+18,1.0,1.625,,,
1225,0.39319366077196916,1281,94.54,,,1.6879824e+18,,,,,0.55,,,put,american,2024-06-21,100,95.0,,-0.015212124492595106,0.0005265609761893103,-0.0037060665304253265,0.1048268262548179,0.55,534,0.37,690,,0.46,[209],316.0,0.55,1.687974746926e+18,1.0,-97.9,,,
1368,0.38026929954731487,1,195.45,,,1.6881552e+18,,,,,135.43,,,call,american,2024-12-20,100,60.0,,0.9917106958924439,5.457271369852499e-05,-0.005614174005235479,0.018230367472260537,136.65,30,134.25,30,,135.45,[232],308.0,135.43,1.688133350462e+18,1.0,3.0,,,
471,0.3926645684740147,596,154.805,,,1.6884144e+18,,,,,0.21,,,put,american,2023-08-04,100,155.0,,-0.022453939638489646,0.002441914895196681,-0.01853382608846649,0.02411036979753596,0.21,604,0.18,17,,0.195,[209],316.0,0.21,1.6883957857367777e+18,1.0,-37.6,,,
1271,0.3912568363231267,131,195.275,,,1.6881552e+18,,,,,130.32,,,call,american,2024-09-20,100,65.0,,0.9925688919900492,6.806257326879391e-05,-0.006484510438308812,0.018255042067559676,131.35,50,129.2,50,,130.275,[232],312.0,130.32,1.688135142131e+18,1.0,2.825,,,
779,0.39104459486652243,25,194.85,,,1.6868592e+18,,,,,64.04,,,call,american,2023-11-17,100,125.0,,0.9771600034203264,0.0011151707440890234,-0.022662884306573795,0.0833123368586825,70.2,3,69.5,3,,69.85,[232],308.0,64.04,1.686857221926e+18,1.0,2.4,,,
1277,0.38933489101671365,12,197.875,,,1.6872912e+18,,,,,96.7,,,call,american,2024-09-20,100,95.0,,0.9713454389871076,0.0006604009001761642,-0.01436079392099252,0.11510809036894563,103.85,30,101.9,30,,102.875,[235],301.0,96.7,1.687286143413e+18,1.0,5.425,,,
1276,0.38711847393581933,11,197.275,,,1.6879824e+18,,,,,103.12,,,call,american,2024-09-20,100,90.0,,0.9785011229477151,0.0004861838065614012,-0.012533471946370866,0.1099678332699943,108.3,50,106.25,50,,107.275,[227],323.0,103.12,1.687961263336e+18,1.0,4.825,,,
1124,0.3861271723413125,4019,104.62,,,1.6881552e+18,,,,,0.38,,,put,american,2024-03-15,100,105.0,,-0.015277227349222698,0.000628653095922257,-0.0043388649089303385,0.04903465934029974,0.4,200,0.36,295,,0.38,[209],325.0,0.38,1.688154075765e+18,1.0,-87.8,,,
1427,0.38225601395834574,255,89.13,,,1.6862544e+18,,,,,1.24,,,put,american,2024-12-20,100,90.0,,-0.021934595563246322,0.0005944518821873664,-0.003766456388576925,0.11964016193020204,0.97,168,0.77,3,,0.87,[232],323.0,1.24,1.686241906147e+18,1.0,-103.0,,,
512,0.3921222955282678,5342,193.55,,,1.6884144e+18,,,,,43.52,,,call,american,2023-08-18,100,150.0,,0.9739085042428092,0.002264932635994848,-0.03526091413931275,0.056304928703267317,43.8,30,43.3,30,,43.55,[233],302.0,43.52,1.688403435501933e+18,1.0,1.1,,,
430,0.43777047400176267,26,193.425,,,1.6884144e+18,,,,,38.12,,,call,american,2023-08-04,100,155.0,,0.9632890726320466,0.0032350860039031793,-0.04950624889590704,0.04872218761988124,38.55,30,38.3,30,,38.425,[240],302.0,38.12,1.6884007423111698e+18,1.0,0.975,,,
1157,0.3252742256611222,0,192.275,,,1.672434e+18,,,,,141.05,,,put,american,2024-03-15,100,270.0,,-0.9502630011070673,0.005838485664939273,-0.00534215546618708,0.17204521273737872,79.4,111,76.05,83,,77.725,[209],313.0,141.05,1.672419745896e+18,1.0,-0.175,,,
1331,0.3238998099655814,210,118.33,,,1.6884144e+18,,,,,1.68,,,put,american,2024-09-20,100,120.0,,-0.05008274861598264,0.0015301274265765298,-0.006705615894088882,0.2283902910373702,1.74,266,1.6,264,,1.67,[209],319.0,1.68,1.6884011480003912e+18,1.0,-74.1,,,
1737,0.27482157827880405,3278,148.925,,,1.6881552e+18,,,,,10.95,,,put,american,2025-12-19,100,160.0,,-0.20443841057036014,0.0038464085880239238,-0.008220883150886845,0.8019327555721457,11.3,123,10.85,88,,11.075,[209],316.0,10.95,1.688154796796e+18,1.0,-43.5,,,
1031,0.2750439668700716,22981,153.005,,,1.6884144e+18,,,,,2.0,,,put,american,2024-01-19,100,155.0,,-0.09934936387634102,0.00460155979959362,-0.014972589322224781,0.2893624369375113,2.02,34,1.97,241,,1.995,[209],313.0,2.0,1.6884034637065518e+18,1.0,-39.4,,,
154,0.2752888227266986,1720,215.025,,,1.6884144e+18,,,,,0.03,,,call,american,2023-07-14,100,215.0,,0.008323706914786524,0.002537734332576955,-0.009956298486895155,0.007945215733550106,0.03,1105,0.02,473,,0.025,[209],302.0,0.03,1.6884027369579986e+18,1.0,22.575,,,
1338,0.27585620824767904,1038,149.7,,,1.6881552e+18,,,,,5.56,,,put,american,2024-09-20,100,155.0,,-0.15446809231481712,0.004303153953303212,-0.012124417898426634,0.5524926965714598,5.4,221,5.2,256,,5.3,[227],301.0,5.56,1.688138201651e+18,1.0,-42.7,,,
445,0.27648287546935646,49,230.08,,,1.6884144e+18,,,,,0.07,,,call,american,2023-08-04,100,230.0,,0.0146731340571533,0.002408242510893175,-0.009685806009264141,0.014924853364232282,0.09,522,0.07,483,,0.08,[209],315.0,0.07,1.6884029639132838e+18,1.0,37.63,,,
1440,0.2765231475646111,284,148.525,,,1.6884144e+18,,,,,6.5,,,put,american,2024-12-20,100,155.0,,-0.1652340707921323,0.004093584715027763,-0.010965454830715352,0.6022079040495308,6.6,231,6.35,241,,6.475,[209],313.0,6.5,1.6884015519088415e+18,1.0,-43.9,,,
1290,0.27653948771352294,372,207.325,,,1.6881552e+18,,,,,49.15,,,call,american,2024-09-20,100,160.0,,0.8212918516570661,0.004395586747347632,-0.03044323209044871,0.5633335247486674,47.55,46,47.1,45,,47.325,[209],319.0,49.15,1.688154866727e+18,1.0,14.875,,,
1388,0.2773248399197837,297,210.075,,,1.6884144e+18,,,,,49.7,,,call,american,2024-12-20,100,160.0,,0.8140645530790007,0.004076977576006201,-0.028744006568854806,0.6109387363428731,50.4,74,49.75,20,,50.075,[232],322.0,49.7,1.6884007324760806e+18,1.0,17.625,,,
980,0.2777149725935938,26519,199.2,,,1.6884144e+18,,,,,39.02,,,call,american,2024-01-19,100,160.0,,0.8668655333413188,0.00541376914405808,-0.036794637050131654,0.298882261926863,39.3,13,39.1,30,,39.2,[232],312.0,39.02,1.6884026331424584e+18,1.0,6.75,,,
1641,0.27781659776007533,1132,142.925,,,1.6884144e+18,,,,,7.23,,,put,american,2025-06-20,100,150.0,,-0.15507917353096262,0.003414969746051559,-0.008618614544553729,0.6626103512845425,7.2,74,6.95,206,,7.075,[227],312.0,7.23,1.6883968003492268e+18,1.0,-49.5,,,
531,0.27792028525265555,912,245.05,,,1.6884144e+18,,,,,0.06,,,call,american,2023-08-18,100,245.0,,0.007975189205046248,0.0011481564426398813,-0.004686506398215218,0.019195467312799017,0.06,569,0.04,189,,0.05,[219],312.0,0.06,1.6884018031307412e+18,1.0,52.6,,,
392,0.2781626272159391,3532,169.805,,,1.6884144e+18,,,,,0.2,,,put,american,2023-07-28,100,170.0,,-0.03421903924981116,0.005522261147613694,-0.020820803368442064,0.044047424749409245,0.2,52,0.19,71,,0.195,[232],300.0,0.2,1.6884021123138399e+18,1.0,-22.6,,,
1686,0.2783705297554763,1196,212.15,,,1.6884144e+18,,,,,71.9,,,call,american,2025-12-19,100,140.0,,0.8773498080417437,0.002308825147119855,-0.020386570949351947,0.65045723329386,73.0,109,71.3,52,,72.15,[236],323.0,71.9,1.6884034401409231e+18,1.0,19.7,,,
1736,0.27874435310343965,682,145.025,,,1.6884144e+18,,,,,9.98,,,put,american,2025-12-19,100,155.0,,-0.18425836505854895,0.003496788490143494,-0.007913762876475779,0.7674296968872055,10.2,156,9.75,2,,9.975,[233],302.0,9.98,1.6883962677022106e+18,1.0,-47.4,,,
1186,0.2798302604972493,8075,204.55,,,1.6884144e+18,,,,,44.26,,,call,american,2024-06-21,100,160.0,,0.830700405202141,0.004748148608561199,-0.03286272433744189,0.5101246883325316,44.9,534,44.2,202,,44.55,[233],309.0,44.26,1.6884032305987807e+18,1.0,12.1,,,
1735,0.28146718669027004,3705,141.175,,,1.6884144e+18,,,,,8.75,,,put,american,2025-12-19,100,150.0,,-0.16494686319590157,0.0031889139530536436,-0.007579030575237807,0.7368211271079538,9.05,119,8.6,134,,8.825,[209],325.0,8.75,1.6883995558340106e+18,1.0,-51.3,,,
1683,0.2818649326199454,258,208.275,,,1.6884144e+18,,,,,83.85,,,call,american,2025-12-19,100,125.0,,0.9158063468585351,0.0016374455320983204,-0.017287146370714997,0.44234682301906325,85.2,58,81.35,59,,83.275,[209],316.0,83.85,1.688391981735352e+18,1.0,15.825,,,
446,0.2903355396214508,41,235.06,,,1.6884144e+18,,,,,0.05,,,call,american,2023-08-04,100,235.0,,0.010705185888547554,0.0017183764203588525,-0.007601254236799179,0.01511306203257477,0.07,533,0.05,520,,0.06,[227],302.0,0.05,1.6883940989396e+18,1.0,42.61,,,
1591,0.2878612377640303,226,207.7,,,1.6881552e+18,,,,,73.05,,,call,american,2025-06-20,100,135.0,,0.8949882778018418,0.0022101854425189125,-0.020945286040184335,0.4442370957070777,73.4,155,72.0,137,,72.7,[209],313.0,73.05,1.688146485297e+18,1.0,15.25,,,
1235,0.2872723587509422,9311,142.095,,,1.6884144e+18,,,,,2.97,,,put,american,2024-06-21,100,145.0,,-0.10000252803679863,0.003323878837361544,-0.011088277738436994,0.35792954489869233,2.94,44,2.87,104,,2.905,[209],313.0,2.97,1.6884029045502213e+18,1.0,-50.4,,,
1083,0.28697384465109077,1058,200.425,,,1.6884144e+18,,,,,45.15,,,call,american,2024-03-15,100,155.0,,0.8726466606560557,0.004467388753969074,-0.033554959318552846,0.3268364619473341,45.55,54,45.3,82,,45.425,[233],302.0,45.15,1.6884000042223396e+18,1.0,7.975,,,
1592,0.2864128271324837,604,208.9,,,1.6884144e+18,,,,,69.2,,,call,american,2025-06-20,100,140.0,,0.8805508981053896,0.0024781604430147448,-0.022148169070100143,0.460760371880634,69.6,150,68.2,102,,68.9,[209],316.0,69.2,1.68839345956455e+18,1.0,16.45,,,
1185,0.28621164759826534,4519,203.45,,,1.6884144e+18,,,,,48.25,,,call,american,2024-06-21,100,155.0,,0.8542575953404224,0.004211477302356353,-0.03153184940542619,0.3790065348278068,48.6,55,48.3,15,,48.45,[232],302.0,48.25,1.6884024806905272e+18,1.0,11.0,,,
1642,0.27395291382439335,462,146.85,,,1.6884144e+18,,,,,8.12,,,put,american,2025-06-20,100,155.0,,-0.17574099373343463,0.0037793842909485827,-0.008982135128595478,0.6886733149288915,8.35,147,7.95,131,,8.15,[232],308.0,8.12,1.6884016997984276e+18,1.0,-45.6,,,
1734,0.28610858628809227,793,137.175,,,1.6884144e+18,,,,,7.9,,,put,american,2025-12-19,100,145.0,,-0.14742059012166267,0.002890071265661577,-0.007332712302234605,0.7086730377607641,8.05,127,7.6,156,,7.825,[209],325.0,7.9,1.6883953713100227e+18,1.0,-55.3,,,
835,0.2850039354758762,2540,153.73,,,1.6884144e+18,,,,,1.26,,,put,american,2023-11-17,100,155.0,,-0.07758838613726596,0.0043991115716806115,-0.01607103394569257,0.162659083448606,1.29,375,1.25,341,,1.27,[209],319.0,1.26,1.688403361347215e+18,1.0,-38.7,,,
1681,0.2846478897601226,211,205.9,,,1.6884144e+18,,,,,91.25,,,call,american,2025-12-19,100,115.0,,0.9381590599301567,0.001227771545812837,-0.015209559797725342,0.2710698400078279,92.55,27,89.25,39,,90.9,[209],303.0,91.25,1.688397287562274e+18,1.0,13.45,,,
1030,0.2837429105689755,41609,148.41,,,1.6884144e+18,,,,,1.59,,,put,american,2024-01-19,100,150.0,,-0.07967567583221628,0.0037583373424440987,-0.013198515514430412,0.18986215778664836,1.61,134,1.57,460,,1.59,[209],325.0,1.59,1.6884035276940447e+18,1.0,-44.0,,,
1133,0.2836981412969486,3601,147.685,,,1.6884144e+18,,,,,2.34,,,put,american,2024-03-15,100,150.0,,-0.0975802809751444,0.0038899257414387253,-0.013195669721768664,0.31693562829397204,2.35,130,2.28,216,,2.315,[209],313.0,2.34,1.6884033268849357e+18,1.0,-44.8,,,
1387,0.28345982968749783,30,208.775,,,1.6881552e+18,,,,,54.2,,,call,american,2024-12-20,100,155.0,,0.8348194253840722,0.0036939216525394346,-0.02788384736811373,0.5933611533926306,54.1,83,53.45,20,,53.775,[209],313.0,54.2,1.688146220769e+18,1.0,16.325,,,
1493,0.28281820603249086,4272,209.525,,,1.6884144e+18,,,,,54.09,,,call,american,2025-01-17,100,155.0,,0.8331190472722809,0.003625502692647551,-0.027393665259941562,0.6059557497552269,55.0,371,54.05,134,,54.525,[227],302.0,54.09,1.688401837139647e+18,1.0,17.075,,,
